user_id	item_id	timestamp
38212	5	1488562976000
31493	5	1489810461000
38295	5	1489818067000
9479	5	1490412027000
26319	5	1490593422000
8118	5	1490800222000
38310	5	1491242899000
1780	5	1491392085000
3426	5	1491571696000
0	5	1491589434000
28047	5	1491931457000
17788	5	1491945761000
38324	5	1492196454000
8662	5	1492445505000
34298	5	1493245024000
25468	5	1493586306000
3998	5	1494188888000
8673	5	1494474441000
3298	5	1495060936000
8908	5	1495064041000
38302	5	1495306645000
38314	5	1495402348000
38309	5	1496905514559
5475	5	1498241734637
19187	5	1499466031491
33405	5	1500399206296
38305	5	1504535119469
33363	5	1505935778652
33315	5	1507953197299
21586	5	1508122615682
4090	5	1509839032910
23790	5	1514275628063
38297	5	1515583964140
8257	5	1518668875503
35600	5	1519181954828
20348	5	1522534334255
21872	5	1526694847121
4633	5	1530381656042
5124	5	1531249262316
38308	5	1533140248866
38322	5	1534363006429
19880	5	1535371016844
38303	5	1537653515813
29849	5	1537733044065
38291	5	1541460326970
10692	5	1544640077727
3296	5	1545329319418
2176	5	1545969612120
14091	5	1546735312906
16503	5	1550549283387
38307	5	1562539688451
16648	5	1565485197751
9170	5	1580867674623
36768	5	1581893556927
16658	5	1584222968783
38287	5	1600451599751
132	5	1607790726896
38293	5	1623991409431
38296	5	1634245944780
38327	5	1645452966327
21625	5	1659493007846
7688	6	1412361437000
7688	6	1413179624000
7688	6	1413179977000
7688	6	1413180043000
7688	6	1413180088000
25241	6	1414187562000
38836	6	1414388507000
38836	6	1414388693000
14793	6	1414514262000
1	6	1417645982000
5089	6	1419115049000
12646	6	1425689616000
52819	6	1427215072000
49171	6	1440678074000
28855	6	1459307299000
38170	6	1462497560000
48461	6	1462499584000
51033	6	1464809116000
4927	6	1505087780591
60912	6	1526535248185
6495	6	1556783987676
52794	7	1414187535000
14541	7	1414443016000
15429	7	1414617804000
52762	7	1415032615000
23075	7	1415155558000
12883	7	1415281757000
5264	7	1415850104000
1	7	1416177624000
600	7	1416331862000
12278	7	1417025950000
4684	7	1418667881000
21104	7	1418857101000
44258	7	1419786463000
17802	7	1422159493000
11923	7	1422160059000
10042	7	1423749839000
45467	7	1424900029000
16776	7	1425769153000
13221	7	1426193612000
29318	7	1426628689000
20436	7	1427305488000
4022	7	1427629269000
7582	7	1428378098000
9411	7	1428427006000
5682	7	1430269130000
6513	7	1431089993000
25633	7	1431673902000
16776	7	1431987061000
9411	7	1434896135000
24624	7	1435248792000
37238	7	1438371806000
27519	7	1439266472000
6788	7	1440739378000
9252	7	1444889074000
7272	7	1445607450000
1295	7	1447277584000
28008	7	1448077541000
16380	7	1449712823000
55442	7	1452864468000
44258	7	1455153575000
7638	7	1457548913000
33035	7	1458089193000
25633	7	1464533405000
1441	7	1467124713000
28008	7	1477034159000
49332	7	1483649815000
1868	7	1484399255000
45366	7	1516296540045
1	8	1368526532000
39027	8	1368541296000
38661	8	1368656004000
18574	8	1369020102000
38614	8	1370831752000
38721	8	1371109956000
26600	8	1372437617000
38868	8	1378903139000
763	8	1382382716000
15540	8	1387248512000
8591	8	1387650679000
22838	8	1392179122000
38793	8	1394382242000
18248	8	1411758503000
38724	8	1415125184000
18845	8	1424095629000
35529	8	1444748994000
37064	8	1457764548000
29105	8	1470916260000
31343	8	1472174944000
25922	8	1480630944000
8778	8	1483384332000
33068	8	1518830061457
39030	8	1522787826805
2130	8	1529594643167
30781	8	1529674131389
21918	8	1618217627903
1	9	1336514048000
38615	9	1336525643000
38878	9	1336828687000
25658	9	1336915855000
39029	9	1336927719000
39027	9	1337441251000
36179	9	1337624339000
38661	9	1337927415000
16960	9	1338880314000
38728	9	1353645084000
38721	9	1357352892000
26600	9	1358292089000
6930	9	1359163099000
39031	9	1359573014000
39031	9	1362230086000
21149	9	1374382502000
38594	9	1375897237000
38669	9	1385742092000
10393	9	1394243824000
38879	9	1397668585000
38614	9	1402441771000
30404	9	1412079605000
5026	9	1418446210000
22838	9	1420412671000
35529	9	1444748909000
8778	9	1452719868000
20535	9	1456946040000
37064	9	1457763907000
38625	9	1466019096000
38671	9	1494445498000
39030	9	1522784975555
2130	9	1529594614908
21107	9	1535483563327
19943	9	1546096958980
38660	10	1287472134000
1	10	1287540492000
38725	10	1287600564000
29405	10	1287691265000
38878	10	1287976473000
38722	10	1288483924000
29599	10	1288573160000
25658	10	1289135070000
38727	10	1289361070000
29221	10	1290179092000
15540	10	1290722414000
25041	10	1290916476000
10453	10	1294204331000
38616	10	1294415941000
38875	10	1306195633000
36271	10	1307274445000
188	10	1313089919000
38728	10	1313994398000
18574	10	1317339481000
38723	10	1324523716000
24295	10	1325027254000
38783	10	1328410767000
16960	10	1338867662000
26600	10	1358292813000
38625	10	1360395391000
38620	10	1361135941000
38617	10	1362708335000
35717	10	1375732705000
38724	10	1378162315000
33649	10	1392606320000
38793	10	1395794756000
38879	10	1397668513000
30542	10	1400537541000
38614	10	1401462125000
34281	10	1405466074000
2097	10	1409258306000
21844	10	1414278949000
36692	10	1440270333000
26464	10	1445856899000
17893	10	1489803498000
21918	10	1513766592540
38876	10	1534166468144
38877	10	1545509503992
34813	10	1630557200457
38725	11	1255545348000
5789	11	1256087533000
25658	11	1256121797000
38660	11	1256511859000
38624	11	1256948917000
1	11	1256988261000
38670	11	1259449307000
38726	11	1260192000000
29405	11	1260737270000
38594	11	1261014881000
15540	11	1262040042000
38727	11	1262278915000
38722	11	1264556268000
188	11	1276503675000
7207	11	1278942925000
38282	11	1283053319000
38723	11	1291516187000
35990	11	1294007870000
12195	11	1295574742000
38728	11	1314323856000
24295	11	1325027120000
16960	11	1338870136000
38625	11	1350380773000
38721	11	1357281901000
38619	11	1357847278000
26600	11	1372440457000
30542	11	1400537486000
38614	11	1410473160000
5026	11	1414035119000
38724	11	1415125392000
15964	11	1431625904000
21844	11	1443044012000
35529	11	1444749025000
37064	11	1457762958000
25168	11	1474983482000
5564	11	1551200536589
20444	12	1216155336000
28077	12	1216531558000
9161	12	1217034321000
25658	12	1217106397000
31699	12	1219441670000
38660	12	1219867253000
38723	12	1223690245000
1	12	1231644885000
15540	12	1261337414000
38625	12	1290989825000
188	12	1296970345000
18574	12	1314573492000
8778	12	1316619373000
40360	12	1317327125000
24295	12	1325028154000
29607	12	1327110917000
18674	12	1337872456000
38622	12	1347296609000
11670	12	1354812032000
38617	12	1357165758000
38619	12	1357847384000
38626	12	1371129936000
39025	12	1373901307000
28381	12	1380290159000
38672	12	1394469756000
38614	12	1408850386000
21844	12	1414279291000
34754	12	1420491419000
50073	12	1427999212000
36692	12	1440270370000
38671	12	1445122437000
20558	12	1449288356000
37064	12	1457764438000
4655	12	1470801760000
31343	12	1472177309000
17893	12	1489803627000
17261	12	1669601548495
38758	13	1223333053000
1	13	1226103849000
22846	13	1226593563000
29346	13	1295178313000
25324	13	1309276582000
38758	14	1214346725000
1	14	1214697971000
38760	14	1222324528000
6531	14	1245595106000
38624	14	1250264673000
14366	14	1251414774000
25324	14	1264603232000
38704	14	1267635683000
38759	14	1281927003000
5737	14	1282665603000
22728	14	1380270667000
22259	14	1387222346000
27303	14	1464372623000
38871	15	1193494472000
38872	15	1194681199000
38699	15	1196368155000
31699	15	1197102803000
38758	15	1197835393000
37226	15	1198229625000
38705	15	1202108984000
38870	15	1202662028000
38867	15	1203802948000
3192	15	1205368004000
38576	15	1207371832000
18271	15	1208441593000
1	15	1211716136000
38869	15	1211994534000
12195	15	1213913475000
38587	15	1221890795000
37227	15	1233466087000
24783	15	1357332021000
38868	15	1364868027000
34208	15	1383454239000
24718	15	1404291859000
38873	15	1425494259000
38874	15	1431825842000
38727	16	1193830393000
20444	16	1194974104000
14951	16	1195476366000
25658	16	1195679253000
14366	16	1196673355000
1	16	1197188430000
38594	16	1197474461000
38670	16	1199120926000
11758	16	1200143226000
38576	16	1208711962000
38723	16	1223691216000
38282	16	1227863048000
17019	16	1230351350000
38624	16	1242007465000
15540	16	1261334633000
38625	16	1287953686000
34958	16	1295706662000
188	16	1296888671000
3192	16	1318377422000
19943	16	1320512673000
39027	16	1337442382000
39026	16	1351015760000
25701	16	1355946222000
24783	16	1357332159000
8440	16	1364903054000
11983	16	1366599753000
38626	16	1368406251000
39025	16	1373901683000
28381	16	1380030214000
5026	16	1407647646000
38614	16	1413064107000
34754	16	1431815142000
20349	16	1439752694000
36692	16	1440270346000
4655	16	1470801739000
21107	16	1535483570412
38660	17	1181764005000
27279	17	1181773903000
29405	17	1182407648000
38663	17	1185185000000
38662	17	1186127215000
11758	17	1192107479000
1	17	1193112341000
20444	17	1195491993000
5789	17	1199022407000
6930	17	1218146206000
38624	17	1233141648000
15325	17	1253849156000
15540	17	1261194686000
30446	17	1275359879000
38625	17	1286573701000
188	17	1300832086000
38621	17	1314042095000
20191	17	1325314127000
38661	17	1337926691000
38622	17	1347296128000
12241	17	1361977355000
24738	17	1364758535000
8440	17	1364903180000
38664	17	1393469116000
2860	17	1400184182000
38614	17	1406085908000
18478	17	1407627216000
5511	17	1419791268000
38666	17	1420732131000
38665	17	1420870298000
21844	17	1443043955000
38667	17	1515260382996
21107	17	1535483580396
28381	17	1596936384163
3507	17	1676758218240
36180	18	1188896500000
1	18	1189315603000
58982	18	1202251174000
38783	18	1216655232000
12552	18	1246046699000
36327	18	1297650951000
50263	18	1310942492000
38752	18	1344140284000
41158	18	1417526746000
38706	18	1441949591000
31699	19	1131685835000
9700	19	1138290961000
888	19	1139767319000
3192	19	1145393335000
9233	19	1153724345000
11758	19	1162188400000
14366	19	1174867575000
1	19	1183240974000
38702	19	1198837728000
12152	19	1216614457000
11603	19	1238267654000
6258	19	1245352405000
14274	19	1263167342000
20138	19	1312870649000
8220	19	1359986147000
12238	19	1470884436000
38703	20	1157324624000
37642	20	1162665692000
38673	20	1163642378000
38587	20	1169437766000
8713	20	1175557829000
23331	20	1178170346000
1	20	1181040107000
38701	20	1181069153000
38586	20	1186510452000
18981	20	1193869176000
9539	20	1194397890000
38700	20	1229183183000
38704	20	1239732610000
38702	20	1250626826000
15540	20	1270525710000
38699	20	1272490419000
26773	20	1316004257000
38912	20	1370974875000
29398	20	1390788375000
38673	21	1160927512000
36843	21	1161534165000
29405	21	1162997881000
23632	21	1163194129000
11758	21	1163209305000
38613	21	1163235810000
1	21	1167784557000
12195	21	1170111468000
3192	21	1178850049000
20444	21	1195493896000
2871	21	1205465950000
38624	21	1241748202000
15540	21	1261110274000
6601	21	1277402507000
29221	21	1290179680000
38621	21	1313885172000
19943	21	1320510837000
188	21	1332130220000
16960	21	1338871890000
38618	21	1348498684000
38619	21	1357847434000
38670	21	1361200898000
29398	21	1392399996000
38669	21	1395113266000
17338	21	1404404340000
38672	21	1410903124000
38668	21	1420129306000
38614	21	1427769829000
38625	21	1435874814000
36692	21	1440270359000
10619	21	1441335213000
38674	21	1441915409000
38671	21	1445122566000
20558	21	1449288343000
37064	21	1449365394000
28381	21	1468101577000
31343	21	1472176696000
28489	21	1522690727005
21107	21	1535483575612
29599	21	1542141523084
23251	21	1579456137359
24938	22	1147662693000
38586	22	1148436888000
1	22	1151184977000
28293	22	1173481235000
8713	22	1179345328000
62566	22	1185469448000
29451	22	1251676259000
35375	22	1478351953000
38792	23	1127601759000
38663	23	1127938482000
6221	23	1130618211000
11758	23	1134296512000
23632	23	1136323626000
1	23	1144316545000
22331	23	1152763672000
9233	23	1155864503000
38660	23	1160780550000
38613	23	1163236554000
25968	23	1184506413000
2699	23	1185034883000
38282	23	1226057958000
15540	23	1260999143000
38625	23	1283899833000
38783	23	1294071864000
38728	23	1309573985000
28430	23	1386181046000
38672	23	1410903198000
38668	23	1420129355000
5425	23	1441231410000
37064	23	1457764114000
25996	23	1495486428000
23684	23	1498184033099
38782	23	1579389309516
31699	24	1122611161000
23632	24	1124057806000
38793	24	1124743790000
11758	24	1125042155000
38792	24	1127601081000
1	24	1130421793000
38673	24	1149171320000
38578	24	1150873504000
9233	24	1158527462000
38613	24	1163237012000
38727	24	1173474114000
27279	24	1180059689000
38662	24	1186126973000
2699	24	1186345984000
38282	24	1226381332000
15540	24	1260978964000
188	24	1272935744000
38625	24	1283896930000
38783	24	1294075125000
38615	24	1310699744000
38723	24	1345855158000
38672	24	1394468913000
21844	24	1414279111000
38614	24	1415044147000
38668	24	1420129284000
38794	24	1429739950000
36530	24	1431189973000
38667	24	1515260585231
5564	24	1526595664866
38782	24	1580402586816
25996	24	1599693911559
38577	25	1114650796000
31699	25	1116527666000
37642	25	1118159330000
15778	25	1124983837000
1	25	1125498965000
36843	25	1127636301000
14366	25	1129985387000
19730	25	1142317486000
38578	25	1151906908000
15337	25	1170465150000
36450	25	1174166218000
38576	25	1175399717000
31415	25	1487994011000
30558	25	1498341540733
31543	25	1505409987935
1	26	1080840172000
38585	26	1080897397000
37642	26	1081784231000
14366	26	1082226026000
38583	26	1082308755000
38588	26	1082422712000
26805	26	1083014697000
22576	26	1084129139000
24938	26	1085750834000
8526	26	1086021856000
38586	26	1096072686000
19730	26	1109230604000
17082	26	1136837631000
8713	26	1177436249000
38587	26	1258599453000
13744	26	1466644233000
38584	26	1489477216000
1	27	1067486556000
2138	27	1072994696000
23632	27	1080964252000
22331	27	1152763042000
38613	27	1163237385000
38282	27	1226057452000
38624	27	1241895764000
15540	27	1260832515000
7983	27	1265497953000
38625	27	1285461549000
38616	27	1294430929000
38615	27	1309241663000
38621	27	1313884054000
23817	27	1334358482000
16960	27	1338871161000
38618	27	1343001919000
38622	27	1347297106000
38617	27	1356048915000
38619	27	1357846669000
24738	27	1364758307000
33649	27	1365511702000
29398	27	1372419523000
38620	27	1375152854000
38623	27	1376621002000
10719	27	1394481851000
38614	27	1410205300000
12683	27	1418497707000
32215	27	1425822994000
38626	27	1431370908000
37064	27	1457764613000
18995	27	1469803522000
23684	27	1498184005497
29599	27	1544643661436
13266	28	1059623730000
18497	28	1060133982000
1	28	1066000269000
15540	28	1260829174000
38722	28	1261869331000
38615	28	1309066582000
38621	28	1314041969000
36179	28	1319229716000
16960	28	1338878376000
38619	28	1357846478000
37652	28	1359272604000
24738	28	1364758124000
33649	28	1365511646000
38625	28	1369102594000
38664	28	1393467813000
38787	28	1407513589000
38785	28	1417363063000
38788	28	1458164717000
969	28	1500550689359
38786	28	1529875717856
38782	28	1580402524744
13266	29	1032153381000
1	29	1057895126000
2699	29	1177300622000
2871	29	1205465154000
15540	29	1260738577000
6601	29	1277401111000
38722	29	1280759717000
38616	29	1294417379000
38615	29	1308975580000
38621	29	1313885440000
36179	29	1320437420000
38862	29	1324064288000
16960	29	1338872766000
38620	29	1361134336000
24738	29	1364757473000
38625	29	1373235124000
10719	29	1394481836000
38861	29	1416524850000
38614	29	1416629739000
37652	29	1416638228000
4655	29	1470801745000
969	29	1500550456471
23251	29	1579459398236
13266	30	1043823180000
1	30	1053088601000
18497	30	1060133720000
23632	30	1080963060000
15540	30	1260739527000
38722	30	1270258100000
38625	30	1294083285000
36179	30	1303234009000
38615	30	1309057339000
38621	30	1314041479000
38783	30	1325452032000
16960	30	1338874034000
38619	30	1357846554000
24738	30	1364757873000
38617	30	1367293936000
5026	30	1367791396000
29398	30	1372419777000
29221	30	1404739959000
38614	30	1409534181000
5806	30	1416351371000
5511	30	1426310914000
20349	30	1427061332000
37064	30	1457764486000
4655	30	1470801767000
38622	30	1478784895000
38784	30	1487546806000
969	30	1500550710938
38618	30	1507409042508
22074	30	1518356211743
2247	30	1570149857012
38782	30	1580402571757
17261	30	1669601085209
13266	31	996632799000
888	31	1043010114000
1	31	1049669354000
18497	31	1060132849000
2138	31	1072150989000
38663	31	1127947817000
38864	31	1164007073000
15540	31	1260651952000
38722	31	1261870484000
38625	31	1284941992000
38615	31	1307244943000
38621	31	1313885259000
38862	31	1324062004000
16960	31	1338877297000
38721	31	1357277383000
10719	31	1394481845000
38614	31	1411014446000
38861	31	1416525202000
5425	31	1436554981000
36692	31	1440270387000
28381	31	1444589040000
969	31	1500550463888
5564	31	1551200580034
38863	31	1567607258943
13266	32	978642541000
1	32	1049668308000
18497	32	1060132675000
38792	32	1127598987000
11758	32	1135487859000
14366	32	1153508259000
2699	32	1188498638000
15540	32	1260651018000
38615	32	1306463687000
16960	32	1338873211000
24738	32	1364757684000
38625	32	1370988415000
10719	32	1394481859000
29221	32	1403630179000
38614	32	1410981477000
38724	32	1415122406000
37064	32	1457764569000
38788	32	1458164723000
27491	32	1557704543274
2247	32	1570149770956
1	33	1044135689000
37642	33	1049565301000
7803	33	1052012687000
38581	33	1073267700000
38583	33	1074109139000
38578	33	1150910767000
28027	33	1164787790000
38580	33	1270088139000
36603	33	1282935230000
38582	33	1457052743000
35375	33	1478351962000
38585	34	1024742741000
38745	34	1030596791000
37642	34	1030989140000
38676	34	1032822606000
38754	34	1039791642000
2969	34	1041740438000
8526	34	1042207468000
1	34	1042257118000
38755	34	1043187770000
597	34	1045414760000
25923	34	1049079642000
24938	34	1059580262000
24957	34	1061228768000
38753	34	1064424534000
38747	34	1071033132000
38581	34	1073692681000
38756	34	1074615212000
7296	34	1087499011000
38577	34	1088449997000
38746	34	1095962627000
888	34	1099024290000
38748	34	1109026760000
19730	34	1109230466000
21065	34	1125897412000
38750	34	1130485089000
38594	34	1133309699000
11978	34	1146338710000
15325	34	1159129221000
29405	34	1163008105000
31850	34	1173830093000
9233	34	1195520299000
28959	34	1200828620000
18497	34	1215900144000
38752	34	1314823102000
683	34	1415678327000
38749	34	1417187152000
38751	34	1433688303000
13744	34	1466644236000
1	35	1028824011000
38697	35	1033427195000
18982	35	1034103989000
888	35	1035074221000
38696	35	1074884414000
20066	35	1498822721119
13266	36	1006582525000
1	36	1028391223000
18497	36	1060133168000
11758	36	1119084819000
38792	36	1127599192000
38726	36	1169489581000
38615	36	1308972890000
38862	36	1323985264000
16960	36	1338877779000
38614	36	1430052823000
38625	36	1432085574000
27491	36	1557704319394
38863	36	1567607183039
36322	37	947181816000
38637	37	953489352000
38635	37	965073292000
22920	37	980921261000
32881	37	981941211000
27230	37	997057120000
16567	37	1007412880000
37642	37	1011825164000
1	37	1016922956000
38636	37	1017400505000
15436	37	1037527326000
10655	37	1075438289000
1337	37	1465459765000
14911	37	1626631329131
38678	38	972303198000
38889	38	974854885000
60117	38	977310617000
15436	38	977979025000
36450	38	983297179000
39034	38	989026987000
62615	38	990118626000
19435	38	991795003000
37642	38	995137748000
39032	38	996863799000
52491	38	1006789874000
38585	38	1011118338000
1	38	1012959978000
42385	38	1020299991000
7803	38	1027566408000
888	38	1035073963000
275	38	1036338325000
38747	38	1071655408000
8753	38	1088066187000
19874	38	1136790596000
60223	38	1322242578000
56257	38	1406633290000
28077	38	1415277515000
25968	38	1418108588000
38635	39	968104813000
14839	39	978531271000
39442	39	978541614000
38810	39	982256448000
38811	39	994139567000
25923	39	997926706000
1	39	1012439335000
34372	39	1015481326000
38812	39	1018101783000
37642	39	1042569209000
38756	39	1074614234000
38696	39	1074882964000
37439	39	1104518710000
9233	39	1136316887000
2871	39	1205463161000
194	39	1208582576000
29346	39	1293747042000
24709	39	1294941227000
683	39	1397510346000
18380	39	1413411481000
38813	39	1417713195000
865	39	1439564118000
39009	40	991652217000
39008	40	991982449000
8524	40	992491980000
39004	40	994730811000
15794	40	996074503000
1	40	1011017000000
39005	40	1027004313000
39006	40	1044823731000
257	40	1100020142000
39007	40	1121552007000
54005	40	1173223037000
1969	40	1188552901000
13143	40	1221059729000
22975	40	1414286248000
24853	40	1432670539000
45644	40	1535712227465
31000	40	1560773630911
62582	41	996522475000
38676	41	1006022963000
38678	41	1006438176000
22860	41	1007555018000
38680	41	1009816965000
38679	41	1010082033000
1	41	1010267466000
2100	41	1011460160000
26544	41	1012499561000
26800	41	1013921587000
38682	41	1015507410000
25448	41	1015997228000
38677	41	1021693283000
38683	41	1028244012000
48084	41	1051364202000
61598	41	1066845494000
38684	41	1068422500000
59357	41	1072786680000
59569	41	1073260659000
57776	41	1087515875000
38675	41	1113147687000
20561	41	1120534365000
2110	41	1146688437000
38681	41	1183379307000
12749	41	1249519902000
21237	41	1323482947000
21237	41	1337382902000
34205	41	1354035037000
29	41	1357021497000
27525	41	1396628925000
51125	41	1435236547000
25980	41	1450199867000
20029	41	1464997794000
20029	41	1466652270000
20029	41	1466652428000
9204	41	1484262461000
26977	41	1487530188000
55959	41	1531010799691
15718	41	1533175780423
49097	41	1548831242290
26295	41	1578262891247
18032	41	1629147872499
32363	42	1535403177327
32416	42	1535421345248
10281	42	1535560469521
32398	42	1535639976972
11633	42	1536179898294
350	42	1536756759369
11901	42	1536947947043
32409	42	1537007994380
14137	42	1537827706863
12758	42	1538175020719
15539	42	1538400902626
35488	42	1538691720997
40742	42	1538695002024
27980	42	1538964520236
32551	42	1539488439237
2957	42	1539836512551
28822	42	1541368855665
24091	42	1542584460219
39985	42	1543982091635
8921	42	1545600574446
35650	42	1545709900620
36384	42	1545859569468
20510	42	1546147229236
17929	42	1546230941640
19083	42	1546720993006
24987	42	1546896526527
6096	42	1547654071762
7953	42	1547862060560
1291	42	1549153546578
1415	42	1549863204933
39986	42	1550772560075
25478	42	1551154528861
39977	42	1552608499304
19640	42	1565764485503
15889	42	1566525614902
39981	42	1567265228778
12593	42	1569597973975
13250	42	1575405374924
39987	42	1577938493294
2798	42	1578430389261
13251	42	1587070621857
9281	42	1587162270969
7326	42	1587248451228
7733	42	1588624258076
39976	42	1588957526133
39974	42	1589409287461
39975	42	1589816739677
37247	42	1589916622748
8870	42	1590126442217
39665	42	1594237695723
3333	42	1596515109056
12608	42	1596660835435
33744	42	1598024061722
35378	42	1601091813643
19797	42	1601158757459
32321	42	1602788801202
2	42	1604348335046
32388	42	1611703541460
39982	42	1614266467035
39983	42	1614898099125
39979	42	1617555827407
4553	42	1621511082705
34662	42	1635801794046
39978	42	1639181170016
20212	42	1642440111885
12577	42	1644681251613
1198	42	1645514902858
8992	42	1654323100774
39984	42	1654585705795
37535	42	1655413913810
6872	42	1655845722623
12615	42	1660250879572
39989	42	1660694555700
39988	42	1661391100990
21536	42	1669996911410
37613	42	1681513315315
12152	43	1530221286696
168	43	1530366970360
32416	43	1530591411304
38368	43	1530808489955
12821	43	1531065685635
15777	43	1532300379457
15434	43	1533720348563
52833	43	1535297868599
8794	43	1536872802845
13628	43	1537498855868
39632	43	1539905731376
3654	43	1564943815018
1686	43	1584943638296
39634	43	1588197356368
2	43	1591835691134
10309	43	1597182643832
39633	43	1597745174032
11731	43	1606259718258
20191	44	1340491059000
39026	44	1348226939000
6650	44	1355960929000
38617	44	1357356681000
18604	44	1360518397000
35717	44	1362663230000
38614	44	1394988386000
39788	44	1417647527000
5511	44	1419791317000
20349	44	1425216458000
20558	44	1449288314000
5425	44	1453513852000
39789	44	1453696849000
10294	44	1454820621000
33068	44	1457853872000
36322	44	1472881812000
10587	44	1485826169000
21107	44	1534437079173
2	44	1586533637157
42313	45	1534097762024
28095	45	1535241486766
4778	45	1536035263712
32156	45	1552427074208
17145	45	1560092797690
2	45	1562778043915
26505	45	1565618453106
42317	45	1596062150827
10756	46	1546209870237
28075	46	1546212871383
12621	46	1546448547562
15191	46	1547600922469
6389	46	1551727497569
28073	46	1553026548965
10750	46	1555292915008
2	46	1557886886012
36807	46	1569560754391
39911	46	1572448488231
595	46	1644951326089
9038	47	1530566606048
322	47	1530568633382
52797	47	1530641907874
322	47	1530927935845
9333	47	1530985453107
5102	47	1531222007920
124	47	1531597774976
38963	47	1531833681545
2161	47	1533228121163
15688	47	1533385386700
414	47	1533516024870
13628	47	1535781538866
2	47	1538019300477
15353	47	1538099745872
3013	47	1538266334928
28080	47	1541364789386
39811	48	1504635601762
61770	48	1504708604862
49151	48	1504716911050
15674	48	1504792432812
17790	48	1505494439826
39734	48	1505504188686
53494	48	1505615110349
30416	48	1506973015904
38320	48	1506995235307
124	48	1508362339298
28905	48	1508438967372
10281	48	1508522965724
8702	48	1508865580973
2047	48	1508967051039
15417	48	1509035951122
192	48	1509543045706
46745	48	1509633666505
30445	48	1510333988863
36862	48	1510451727871
6369	48	1511028764717
49605	48	1511174944600
38915	48	1511372258182
22507	48	1511816924419
32364	48	1511820551317
37614	48	1511857656553
1210	48	1511926490564
27979	48	1511984308015
11316	48	1512134114437
12621	48	1512242967992
52804	48	1512506624868
15756	48	1512658005858
431	48	1512690121771
52838	48	1512690121771
44971	48	1512872310079
611	48	1513003492701
7898	48	1513100867329
39806	48	1513132990916
15785	48	1513458312402
550	48	1513760045021
52730	48	1514294567316
32394	48	1515088412231
32578	48	1515476804049
24536	48	1515510327766
28073	48	1516032498005
26205	48	1516041194522
13628	48	1516562646787
28606	48	1516605937524
10087	48	1516750986065
8740	48	1517155543962
56478	48	1517344468305
18747	48	1517612510336
17098	48	1517711150533
47412	48	1518666347038
45414	48	1519273872182
8777	48	1520006521671
7931	48	1520023377027
7724	48	1520190176184
24214	48	1520569627152
41723	48	1520909783431
38914	48	1522347282096
27954	48	1522631330012
31403	48	1522644216985
43482	48	1523036123756
3121	48	1523188726398
34139	48	1523826377455
8656	48	1523976448839
3567	48	1524113425161
34500	48	1524773256563
15957	48	1524863715877
41734	48	1525120184675
32238	48	1526321767267
12549	48	1526323840488
5205	48	1526840625457
2576	48	1527204110278
35281	48	1527249899974
25314	48	1527276071372
47603	48	1527728974017
17542	48	1528055316966
30139	48	1529078340101
3032	48	1529514614298
11355	48	1529738527219
39805	48	1530162652924
35282	48	1530490209633
